@relation weka_SO_comments_model

@attribute text string
@attribute @@class@@ {good,bad}

@data
'am Modesto express bus to DublinPleasanton would not suggest. Crotchety pass holders want to catch these fucking hands',bad
'I got all these fucking gifts , i wonder who got me one.',bad
'this nigger is crazy yow',bad
'ThisTimeNextYearIHope we have a white guy for POTUS. This nigger ain\'t cuttin\' it!',bad
'this nigger so fucking dumb',bad
'Guys Vej has lived hey. ’’’’’’’’’’ you gotta love this nigger’’’’’’’’’’’’',bad
'This nigger went from the Church to the strip club. How does that work out',bad
'This nigger got wat I want’’’’’’’’’’',bad
'This nigger bruh ’’ every time he sees me he keeps asking me if I\'ve cleaned the scratches on my CD ’’’’’’',bad
'This nigger is an embarrassment to AMERIKA.',bad
'Oh fun thing Yesterday we ate lunch at this restaurant and this nigger came and wanted to sell us sunglasses',bad
'This nigger is all over my TL this morning, smh',bad
'knock knock who\'s there? an asian with a new pair lol this nigger is having so much fun with it',bad
'idek half the kids but CuttDv joined and I beat him in aw and this nigger has the balls to kick me',bad
'Cassper says he doesn\'t watch VEntertainment because its negative towards him.This nigger should change that Nyovest to Karadashian',bad
'This nigger is speeding O',bad
'G FOR A YEAR. AND THAT CT IS YAWNING BECAUSE HE DID NOT GET THIS NIGGER AS HE AND HIS PASTOR HAVE HAD THE CONTROLE FOR HOW LONG NOW TOO FU',bad
'you know you want this nigger dick baby',bad
'I think I need to go and slap this nigger',bad
'poom get this nigger away from me',bad
'I am so pissed i cant believe this nigger',bad
'They would literally look at me in awe. Like who taught this nigger here how to read? Awe. Stop it.',bad
'This nigger just won\'t die',bad
'this nigger cat is trying to beat up on my older cat that is like fucking years old. quit being a fucking faggot you lil shit',bad
'see i\'d agree with this nigger lover if his channel didn\'t look like this',bad
'probs say I hate this nigger bc he\'s black! Why is he here?!',bad
'Like I know this nigger stealing’’’',bad
'someone join call with nature and i cant be alone with this nigger',bad
'i seen this nigger on here',bad
'now that I\'m not aborting this nigger I am now MAR OF WANNA FREE! no devils lettuce around little Jamal Alexander !!',bad
'Who\'s this nigger up on this nag!?',bad
'I was suppose to b a white boy I\'m trapped in this nigger body',bad
'’’ biggshot Last night this nigger bitch was given her ’’’maintenance’’ strapping. She hadn’’t done anything.',bad
'Time for a magic trick. I will make this nigger get a job. Abracadabra! Nigger is still jobless Well I did say magic trick, not miracle.',bad
'Tamra don\'t sweat this nigger just cuz kassidy\'s yeti looking fat ass is too scared to face u',bad
'this nigger scares me so fucking much dude its annoying',bad
'Your arms can get bigger but this nigger\'s dick is always gonna be bigger ’’’',bad
'this nigger david always got me weak lmao',bad
'this nigger streaming editing',bad
'This nigger music is getting to me, brb',bad
'’’’’’’’’’’’’ this nigger',bad
'opening my guy fl studio im about to this nigger called trap beats',bad
'this is the gayest thread of tweets I\'ve ever seen and now I hate this nigger',bad
'this nigger rubbing toe all over your presents',bad
'IT THIS NIGGER DARKSKIN GIRL SHE MAKE A THREAD AND BLACKLIFEMATTERS ON MY TL ACTUALLY QUOTING THEM BEING SERIOUS XD',bad
'don\'t do this nigger, crime is only funny until you commit it',bad
'Can\'t believe this nigger woke me up on my last day off, I hate you',bad
'Hahahaha wow. This nigger! Oso jola Cape Town ne?',bad
'Video credentials to this nigger',bad
'D posted a teaser for History. Those little shits',bad
'When life gives me lemons, I SQUEEZE the living hell out of those little yellow bastards.',bad
'I was mocked more than now so this existential crisis is still better than those little motherfuckers.',bad
'those little racist remarks that your white friend\'s say in front of you ’’’’’’',bad
'and now I\'m remembering that all his money grubbing was for all those little siblings, fuck',bad
'hahah u want him to rape you too ?',bad
'That\'s the same mentality as a women wears a short skirt so I have the right to rape her. This is why people carry.',bad
'Shame on media! Kelly has continued to rapeabuse underage girls while media turns blind eye! Shameful',bad
'I remember oomf had the biggest crush on me she damn near wanted to rape me ’’’’I ain\'t saying names cause she damn near married now ’’’’',bad
'If Cosby had drugged Halle Berry to attempt to rape her, dude woulda been done as well before today',bad
'Dumbest shit I\'ve ever heard suggesting that BlackWomen allow RacistCops any cop to rape them vs. shooting them in selfdefense',bad
'Anybody that\'s Pro-Me is Anti-Everything else. Are you REALLY suggesting a Black woman allow a White Cop any cop to rape her?',bad
'Your daily reminder that Nick Nyberg srhbutts wanted to rape his young female relative and NAFEDUDE actually did.',bad
'BAN BESTIALITY in Hungary We dont visit countries where its LEGAL to rape Animals. OUTLAW ANIMAL SEX!! OpBeast',bad
'RETWEET if you\'d love to tie up this sexy gingerslut gingerdoggystyle',bad
'She got that pool on her so I know her nigga had to tie the knot ’’',bad
'Sharing this for everyone, especially Bluucircles and Mostflogged who are usually the bbs I bug to tie my butt.',bad
'not nowadays mate, trailer park trash by the sounds of it. Suppose it could be Govan or anywhere',bad
'Trailer park slut Felicia let me fuck her! felicia trailer',bad
'It\'s almost always the same insult with them they call you, inbred white trash accuse you of living in a trailer park.',bad
'There\'s too much trailer park trash kinda people in citrus county',bad
'Trailer Park Boys is so god damn funny ’’’’',bad
'Smoke,fag and trailer park boys with the ma ! ’’’’’',bad
'Yo we should make a show like Trailer park boys, Mile boy I swear we got to ’’’’ n Roc',bad
'No white trash inferior trailer park Aryan Trump NAZI please',bad
'I\'m a trash with precious valuables that\'s lost. Yours should be right where the anus where you come out',bad
'White Trash With A Plain Supreme T On These Streets ’’',bad
'Anyone but you. You\'re a disgusting uncouth pig that poses as a man. White trash with some money',bad
'MissAngola step off the stage, you don\'t belong belong in the trash with MissIndia MissGermany MissColombia',bad
'trash with trash',bad
'Trump followers love the simplistic solutions he lies about. If it were only that easy. An idiot. White trash with money.',bad
'I\'m not a Victor fan. He gets away with everything. I do like Michael and Lauren. But even YR is trash with Pratt',bad
'it\'s jolly trash with wack ass bells',bad
'she\'s south jersey trash with green eyes',bad
'you talkin shit? u bout to get hit',bad
'roll a j up n I take a hit, wake ha ass up, said its time to split’’She like damn where we bout to go, I started laughin, wher u bout to go?',bad
'When ur mom knows u bout to get fucked at the doctors and u just have to go with the flow.',bad
'. could wait hoe come see me u bout that u tlk bookoo shit and I never once seen u bak it up u always went to someone for help',bad
'Hope you got your Costco card ma, cuz u bout to get dick in bundles',bad
'you talkin shit? u bout to get hit',bad
'you talkin shit? u bout to get hit',bad
'did u? Fuck em u bout to move on to better things anyway',bad
'lmao good looking God I kno next time. I\'m bout to DM u bout some shit too',bad
'Pussy pussy pussy I can smell u from a bout mile a way a gain nasty I\'m hittin u bout a mile',bad
'that her man so she going to ride her man!! U bout dum ass fuck go get a job degree',bad
'i can tell u bout them GMC\'s my niqa dats dem grown man cries, staring straight in to this grown mans eyes..',bad
'Bitches gettin hit with the so what u bout to do aye top of the morning ppl',bad
'chill out bitch u bout make me cry',bad
'When people start telling u rumors about getting off early, u already know u bout to work ur ass off. That shit never be true.',bad
'Lemme tell u bout a bad ass chick errbody wanna grab her',bad
'ARE U FUCKIN KIDDING ME?! Idiot, you don\'t respect the privacy of the people. Someday someone will kill u bc u r a Asshole',bad
'just like what u said it\'s just a rumor, why u fuckin serious ’’',bad
'ARE U FUCKIN SERIUS ? jiminlive',bad
'ARE U FUCKIN SERIUS ? RedBoneStar',bad
'TAE U FUCKIN FUCK',bad
'ARE U FUCKIN SERIUS ? LoveAllRaces',bad
'ARE U FUCKIN SERIUS ? MikeLee',bad
'ARE U FUCKIN SERIUS ? BWINFREE',bad
'ARE U FUCKIN SERIUS ? RockstarSupport',bad
'U fuckin best be! I only meant like mentally lol. Proper struggling with shit and she asks if I\'m gay the bitch lol x',bad
'If u fuckin wit a real bitch dnt be psychotic be the solution to her problems she has enough of those’’.',bad
'I said lefty loosie u fuckin screw !!',bad
'U fuckin kidding me ?',bad
'ARE U FUCKIN SERIUS ? carlavicoo carlavicoo',bad
'u fuckin tease',bad
'I found a condom in your dresser and u know how we get down .u fuckin clown!',bad
'are u fuckin serious’’’’’’’’',bad
'talk shit get banged u fuckin weapon',bad
'u fuckin piece of shit o told you',bad
'I want my P back u fuckin dumb scammin bitch',bad
'U fuckin MOOCHER i call da bitch MOOCHIE',bad
'why u fuckin lying for that baby is massive how\'s it just come out of the womb',bad
'call me back u fuckin dweeb',bad
'you think u fuckin know me pal?',bad
'retard if klopp spent over mil we wud hv deffo won the league by now u fuckin dumbass comparin klopp whos just came now ’’’’',bad
'u fuckin wish',bad
'Everyday Christmas when u fuckin wit merealshit',bad
'hi veryversae beer berry wtf is up hun u fuckin trying to kill my life by framing and suck error please notifyus to see u.',bad
'Don\'t ever think u fuckin my wife yo ass gonna be burnin ’’',bad
'how do u fuckin start a twitter',bad
'and y are u fuckin her ??',bad
'u fuckin bitch.',bad
'u fuckin wit it ??',bad
'O u fuckin that hoe to boy thats our bitch',bad
'bruh I\'m so over my landlord calling me early in the morning. talkin bout garbage pickup. like, I don\'t sleep often why u fuckin this up',bad
